0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
21.276733,20.875576,21.749699,21.981773,22.673756,22.986668,23.764927,23.741234,24.400429,24.309391,24.792538,24.690151,25.009491,24.969969,25.027657,24.891205,24.881102,25.170614,25.340847,25.377262,25.427048,25.500156,25.666992,25.587364
23.046955,23.595276,24.710098,25.395794,26.620674,27.173943,28.03239,28.462328,29.194859,29.347311,29.56697,30.110668,30.24128,30.14714,30.013344,29.877682,29.746883,30.441956,30.594755,30.3918,30.193148,30.49967,30.498821,30.576305
23.046955,23.595276,24.710098,25.395794,26.620674,27.173943,28.03239,28.462328,29.194859,29.347311,29.56697,30.110668,30.24128,30.14714,30.013344,29.877682,29.746883,30.441956,30.594755,30.3918,30.193148,30.49967,30.498821,30.576305
22.711292,23.182617,24.206074,24.853695,25.960331,26.410595,27.2741,27.84137,28.381374,28.594236,28.72197,29.057976,29.073423,29.000381,28.979734,28.822231,28.92511,29.52774,29.78093,29.737282,29.505592,29.571342,29.592463,29.389874
21.276733,20.875576,21.749699,21.981773,22.673756,22.986668,23.764927,23.741234,24.400429,24.309391,24.792538,24.690151,25.009491,24.969969,25.027657,24.891205,24.881102,25.170614,25.340847,25.377262,25.427048,25.500156,25.666992,25.587364
21.50288,22.468227,23.61854,24.254211,25.445463,25.934515,26.807291,27.418264,28.042307,28.253359,28.37631,28.649742,28.684408,28.620754,28.663073,28.486965,28.526087,29.136658,29.304895,29.338726,29.189556,29.19677,29.132298,28.946434
21.447079,22.436775,23.622309,24.23071,25.415518,25.870358,26.762287,27.363647,27.997015,28.227764,28.315044,28.634865,28.669384,28.606659,28.616863,28.379116,28.542728,29.140081,29.319332,29.304443,29.115751,29.106876,29.123772,28.93654
23.09872,23.474335,24.50322,25.340155,26.615322,27.121115,28.003113,28.39389,29.106941,29.272448,29.515087,30.066814,30.188765,30.09262,29.940302,29.869898,29.697903,30.383457,30.570766,30.338646,30.138746,30.45567,30.476463,30.518198
23.433706,23.414753,24.490961,24.9389,25.869896,26.468899,27.308872,27.579514,28.201546,28.215622,28.599258,28.583984,28.941704,28.748592,29.012278,28.7654,28.94388,29.424274,29.549252,29.467302,29.42173,29.559305,29.597328,29.47353
20.578897,20.403,21.377625,21.905006,23.062813,23.47073,24.321999,24.435331,24.995354,24.898024,25.3769,25.35054,25.790096,25.858622,25.956657,25.887112,25.857546,26.148335,26.347466,26.343773,26.367926,26.577602,26.59087,26.441036
21.276733,20.875576,21.749699,21.981773,22.673756,22.986668,23.764927,23.741234,24.400429,24.309391,24.792538,24.690151,25.009491,24.969969,25.027657,24.891205,24.881102,25.170614,25.340847,25.377262,25.427048,25.500156,25.666992,25.587364
23.09872,23.474335,24.50322,25.340155,26.615322,27.121115,28.003113,28.39389,29.106941,29.272448,29.515087,30.066814,30.188765,30.09262,29.940302,29.869898,29.697903,30.383457,30.570766,30.338646,30.138746,30.45567,30.476463,30.518198
22.46435,23.353357,24.490608,24.904148,25.918217,26.434685,27.243895,27.891571,28.480083,28.662504,28.786926,29.181282,29.214071,29.064583,29.060982,28.771967,28.97704,29.604143,29.830122,29.865742,29.608242,29.638603,29.594416,29.435425
23.292246,23.208092,23.882069,24.863497,25.904894,26.34547,27.157574,27.352833,28.085636,27.995533,28.432125,28.269363,28.696255,28.574806,28.743225,28.644396,28.671318,29.059689,29.264614,29.17852,29.105022,29.278986,29.296515,29.032854
24.147156,25.462769,27.13363,27.170164,28.068687,28.744917,29.509054,30.122059,30.852219,31.059675,31.274261,31.856682,31.768955,31.739986,31.42214,30.959997,31.03448,31.748901,31.889572,31.84474,31.69923,31.918907,31.673466,31.758953
23.102081,23.706654,24.818382,25.427673,26.618525,27.182888,28.011417,28.454535,29.179585,29.31895,29.498062,30.032112,30.150402,30.05273,29.915535,29.752197,29.62333,30.314655,30.45784,30.273376,30.06519,30.357494,30.34776,30.429335
21.276733,20.875576,21.749699,21.981773,22.673756,22.986668,23.764927,23.741234,24.400429,24.309391,24.792538,24.690151,25.009491,24.969969,25.027657,24.891205,24.881102,25.170614,25.340847,25.377262,25.427048,25.500156,25.666992,25.587364
23.08741,23.701145,24.849575,25.436943,26.661407,27.202433,28.056879,28.519375,29.212393,29.294382,29.522816,30.168537,30.278881,30.29012,30.030342,29.890022,29.75067,30.413292,30.656464,30.430195,30.23407,30.55803,30.547897,30.6076
23.391127,23.144375,24.133533,24.799206,25.806236,26.341396,27.222012,27.437159,28.033192,28.068329,28.482544,28.477968,28.822683,28.628998,28.869637,28.709015,28.835203,29.30002,29.46672,29.341759,29.302494,29.44833,29.515347,29.344383
24.179268,25.4923,27.1322,27.200287,28.076488,28.782578,29.532711,30.128052,30.903507,31.175024,31.374584,31.856976,31.789722,31.65408,31.465277,30.986319,31.083178,31.836098,31.87856,31.87179,31.715866,31.918701,31.675266,31.788208
23.09872,23.474335,24.50322,25.340155,26.615322,27.121115,28.003113,28.39389,29.106941,29.272448,29.515087,30.066814,30.188765,30.09262,29.940302,29.869898,29.697903,30.383457,30.570766,30.338646,30.138746,30.45567,30.476463,30.518198
22.882381,23.246273,24.415583,25.27243,26.56869,27.03833,27.962227,28.366539,29.032772,29.210709,29.473843,30.106396,30.18821,30.018284,29.847061,29.715496,29.66474,30.359455,30.579569,30.364035,30.101147,30.38238,30.382893,30.398462
20.277834,20.138945,21.050703,21.581097,22.695618,23.220093,24.063545,24.27904,24.732391,24.644623,25.070679,25.041145,25.466105,25.535076,25.623589,25.533066,25.51081,25.764975,26.003332,25.999027,26.011902,26.249575,26.257135,26.098343
23.046955,23.595276,24.710098,25.395794,26.620674,27.173943,28.03239,28.462328,29.194859,29.347311,29.56697,30.110668,30.24128,30.14714,30.013344,29.877682,29.746883,30.441956,30.594755,30.3918,30.193148,30.49967,30.498821,30.576305
21.052837,22.241383,23.38855,23.99638,25.15728,25.629398,26.551168,27.10598,27.8168,28.035938,28.072174,28.41956,28.442194,28.392895,28.431585,28.164745,28.343496,28.956076,29.02024,28.981852,28.844734,28.978506,28.861885,28.75659
20.283623,20.151264,21.053574,21.586765,22.724808,23.259304,24.118591,24.339771,24.809725,24.725912,25.164392,25.145695,25.584778,25.65976,25.783445,25.698406,25.695164,25.974161,26.21307,26.196571,26.197098,26.42842,26.42532,26.273357
20.404993,20.299255,21.185612,21.695856,22.796505,23.272255,24.09201,24.33637,24.792807,24.731106,25.175297,25.157803,25.559904,25.638462,25.738117,25.672186,25.65245,25.929546,26.174805,26.181793,26.169292,26.398117,26.379122,26.243488
21.762161,23.20195,24.424946,24.68839,25.675995,26.2312,27.04588,27.736908,28.442066,28.620918,28.654472,28.950222,29.01912,28.961243,28.988668,28.603695,28.859467,29.479116,29.597792,29.665657,29.447529,29.425446,29.397057,29.290075
22.51043,23.372868,24.668898,25.445013,26.441229,26.8353,27.672714,28.099625,29.29301,29.285168,29.619791,30.252277,30.190788,30.198574,29.74514,29.510433,29.543468,30.246014,30.499739,30.259796,30.410973,30.453075,30.278913,30.262056
