0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
13.040249,13.10005,12.915228,13.054675,13.01639,12.958563,12.758152,13.083384,13.175132,13.086418,13.070962,13.222547,13.313368,13.508625,13.559522,13.6034565,13.658867,13.556211,13.6714945,13.788771,13.936424,13.817789,13.897354,13.995334
13.961027,14.023102,13.575139,13.69683,13.443274,13.582282,13.361552,13.674693,13.706073,13.6289625,13.61363,13.732809,13.864923,14.09797,14.104338,14.151326,14.172261,14.07852,14.243687,14.386388,14.47997,14.435503,14.5164385,14.574378
15.550677,15.275247,15.453888,15.665234,15.791985,15.662056,15.692793,15.822848,16.108753,15.86488,15.79947,15.742498,15.761809,16.05803,15.980394,15.960325,15.994665,15.961765,15.924894,16.017223,16.023823,15.951994,15.960431,16.074497
15.89739,15.613102,15.827068,15.9640255,16.096992,15.866741,15.951061,16.193546,16.610016,16.317844,16.256817,16.377443,16.46326,16.66275,16.665415,16.616234,16.720598,16.75103,16.701313,16.740334,16.798777,16.750164,16.82891,17.115053
20.256159,19.860714,20.253035,20.441399,20.69867,20.58999,20.535404,21.158047,21.450264,21.20177,21.199783,21.353172,21.485313,21.514774,21.574562,21.498611,21.619576,21.782608,21.769419,21.847157,21.778639,21.847042,21.870571,22.052845
16.850334,16.592278,16.124384,16.120754,15.922108,16.239126,15.943594,15.999443,16.19801,16.234129,16.237747,16.005005,16.176258,16.265934,16.276173,16.347435,16.25086,16.294634,16.390947,16.571047,16.495232,16.534817,16.577522,16.57761
14.985064,14.688191,14.397022,14.410498,14.085668,14.0377445,13.635685,13.905746,13.82628,13.744041,13.680792,13.878745,13.944496,14.0476055,14.086504,14.164003,14.245681,14.198315,14.230455,14.398012,14.434948,14.345571,14.468611,14.592667
17.051094,16.704058,16.373947,16.23315,16.063923,16.11842,15.736084,15.906633,16.100754,16.000156,16.063,16.009096,16.091824,16.091654,16.175053,16.246975,16.189714,16.162466,16.301016,16.494629,16.389149,16.389372,16.43982,16.553673
21.130405,21.015469,21.457407,21.280079,21.243126,21.60056,21.772594,21.63234,22.303852,22.248913,22.62333,22.632523,22.86351,22.943306,22.99972,22.867748,22.800106,23.033787,23.039303,23.088097,22.77378,22.982819,23.59945,23.681995
20.353378,19.915659,20.421473,20.56822,21.282436,21.430206,22.168556,22.420368,22.823296,22.757006,22.817049,23.310944,23.42797,23.570347,23.56986,23.606731,23.831028,24.148876,24.587816,24.535147,24.775084,24.803326,24.474201,24.307205
15.131334,15.494703,15.672796,15.671384,16.014822,16.234306,16.325716,16.717224,16.82575,16.846363,16.76845,17.041122,17.233322,17.446415,17.566278,17.32856,17.441082,17.527773,17.659222,17.895372,17.87805,17.850477,17.850664,17.797333
21.339603,20.977818,21.38431,21.398243,21.826859,21.692001,22.01981,22.141312,22.376244,22.085896,21.870548,21.891735,21.881588,21.970463,21.917725,21.570171,21.673973,21.93929,21.796665,21.926744,21.759161,21.732367,21.583439,21.60434
21.875908,21.272629,21.962452,21.969292,22.311033,22.649967,23.152954,23.538517,24.296593,24.373074,24.537884,24.672565,24.899948,24.928787,25.14939,24.882978,25.083826,25.458208,25.393194,25.506496,25.333504,25.557907,25.513317,25.753023
20.863735,20.1185,20.239153,20.161556,20.341618,20.337116,20.40408,20.460802,20.673252,20.571661,20.401653,20.532856,20.628937,20.589512,20.599037,20.3363,20.3334,20.701374,20.46784,20.674248,20.597557,20.63286,20.532791,20.624088
15.052446,15.006346,14.482211,14.235831,13.907562,14.000933,13.570313,13.858768,13.935311,13.921832,13.840181,14.006318,14.075815,14.324952,14.340584,14.355528,14.383579,14.299341,14.475952,14.679775,14.731772,14.74709,14.767176,14.913454
20.88741,20.535137,20.835588,20.7642,21.058908,21.000332,21.24371,21.276781,21.585379,21.492825,21.59822,21.724833,21.933092,21.981106,21.93917,21.839417,21.915283,22.16248,22.04401,22.208439,22.147282,22.223465,22.267797,22.329433
20.58734,20.02578,20.30076,20.075832,20.280725,20.220186,20.284573,20.357712,20.66532,20.550186,20.326927,20.462456,20.54321,20.52487,20.576056,20.288471,20.288574,20.63092,20.360128,20.535593,20.48415,20.48169,20.478313,20.615587
18.244247,18.061087,18.276594,18.461218,18.982857,19.186241,19.312347,19.461166,19.528503,19.517185,19.357845,19.375824,19.472025,19.487593,19.736721,19.68428,19.737495,19.884672,19.654293,19.704966,19.637474,19.633202,19.88699,19.926212
19.94415,19.084,19.364506,19.40453,19.524185,19.384365,19.546444,19.853472,20.444996,20.392288,20.29375,20.488152,20.548874,20.856968,20.823284,20.788773,20.857437,21.054615,21.13133,21.388493,21.337807,21.420868,21.358837,21.498789
20.69217,19.954731,20.105886,19.986652,20.227795,20.119167,20.186386,20.20462,20.51646,20.408722,20.227152,20.364096,20.402824,20.430593,20.358631,20.160797,20.116043,20.468054,20.281094,20.440813,20.303108,20.332268,20.329931,20.438604
13.943331,14.450835,14.566726,14.672042,14.9272375,15.069645,15.069742,15.352015,15.656233,15.694107,15.592712,15.573447,15.754316,16.017277,16.102596,16.029745,16.175987,16.158037,16.192877,16.375662,16.407055,16.371328,16.322742,16.360497
14.678554,14.6536255,14.228152,14.06664,13.833742,14.063107,13.770738,14.039638,14.2731285,14.216692,14.281504,14.229176,14.361397,14.443969,14.483164,14.520996,14.515292,14.539717,14.671446,14.945055,14.896103,14.850049,14.8446865,14.991682
15.934279,15.663623,15.11325,15.069473,14.628012,14.703625,14.29759,14.591862,14.62089,14.5333185,14.550421,14.618166,14.683556,14.907318,14.901297,14.997546,14.997135,14.821234,15.078112,15.221901,15.243468,15.284659,15.308797,15.421466
14.772182,14.550487,14.163027,13.992683,13.739954,13.630155,13.259493,13.519576,13.535387,13.417194,13.344061,13.538339,13.569087,13.774434,13.838793,13.909581,13.921183,13.810361,13.9882555,14.187454,14.224942,14.187858,14.2304325,14.358686
20.640581,20.071884,20.352468,20.140606,20.354467,20.296516,20.366272,20.452694,20.734222,20.614023,20.41,20.538048,20.625858,20.582878,20.624664,20.292149,20.321781,20.707203,20.423475,20.659557,20.596394,20.59689,20.488712,20.608683
21.138065,20.781992,21.237392,21.343277,21.792683,21.728134,22.029854,22.062012,22.249046,22.002434,21.857609,21.97624,21.991924,22.004051,21.928226,21.6307,21.680523,21.945896,21.776531,21.847218,21.788185,21.752327,21.612835,21.63433
14.964157,14.782742,14.343203,14.32942,14.075888,13.869671,13.456878,13.709366,13.79082,13.654327,13.582612,13.7927,13.811146,13.977148,13.976501,14.06983,14.108349,14.022023,14.186831,14.366233,14.376982,14.281162,14.379675,14.47768
14.468086,14.439249,14.004531,13.948284,13.734584,13.836636,13.5779915,13.853518,13.944258,13.919293,14.066343,14.190163,14.241279,14.262174,14.296735,14.41349,14.34894,14.408352,14.498233,14.726021,14.833989,14.763401,14.745602,14.85903
