0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
13.621254,14.232672,14.347586,14.381001,14.537191,14.417653,14.396099,14.745747,14.986431,14.957272,14.925089,15.176924,15.33079,15.568423,15.614485,15.546091,15.674602,15.643389,15.763405,15.967836,16.135927,16.049805,15.948728,15.992815
13.857388,13.66424,13.49066,13.537418,13.356117,13.291787,13.137718,13.451757,13.729418,13.686659,13.564665,13.686119,13.915337,14.222214,14.056969,14.120576,14.359785,14.2926235,14.291015,14.428544,14.539842,14.559363,14.534334,14.764105
15.153477,14.623869,14.462011,14.710441,14.82852,14.91992,14.557987,14.631514,14.631662,14.729165,14.9457655,15.110239,14.964681,14.966846,15.032164,15.228277,15.068956,15.027918,15.187801,15.388928,15.441014,15.410685,15.329008,15.318949
13.204523,13.215295,13.103433,13.0861225,12.994768,13.027478,12.83526,13.052523,13.237921,13.179086,13.22787,13.382212,13.448936,13.605864,13.630709,13.646307,13.734412,13.628136,13.810312,14.078298,14.060453,14.0265665,13.917917,14.094165
15.991223,15.594091,15.511694,15.753593,15.62826,15.494909,15.142296,15.454961,15.5407,15.482538,15.437595,15.58429,15.515148,15.701397,15.706113,15.75991,15.801336,15.6599245,15.837865,15.895395,15.937176,15.944887,15.953538,16.049269
14.3004875,14.118675,14.051489,14.250645,14.16811,14.235071,14.106527,14.305565,14.776806,14.69465,14.680789,14.654314,14.663687,14.9163065,14.842329,14.750497,14.930863,14.997312,15.034468,15.186481,15.211972,15.153999,15.057859,15.243212
13.937882,13.757269,13.850367,14.025457,14.082857,14.155584,14.110645,14.275642,14.448286,14.3727,14.30018,14.513472,14.697866,14.873884,14.785841,14.726765,14.822643,14.749119,14.900024,14.973365,15.030298,15.008322,15.0054,15.097055
14.118261,14.214771,14.424719,14.526838,14.562357,14.65033,14.593128,14.73588,14.859764,14.844653,14.794206,14.960839,15.019158,15.165099,15.126823,15.027133,15.1244545,15.101571,15.121494,15.298239,15.296125,15.215579,15.202562,15.29025
21.220016,20.73508,21.081972,21.34518,21.658018,22.37592,22.589394,23.020065,23.291035,23.37405,23.732021,24.184551,24.09128,24.26981,24.738754,24.788034,24.651947,24.82535,24.886803,25.000393,25.075493,25.198204,25.202557,25.384209
19.552507,19.116768,19.068218,18.941763,19.24826,19.276417,19.396801,19.507778,19.606623,19.479267,19.46237,19.438023,19.624922,19.747612,19.734581,19.51041,19.611284,19.848751,19.762905,20.146202,19.828163,19.834454,19.852207,19.736889
14.497155,14.631665,14.677934,14.685345,14.635803,14.755885,14.712578,15.132542,15.672126,15.662697,15.616264,15.725103,15.8685665,16.112516,16.01009,15.84873,15.99091,15.990706,16.316807,16.599867,16.601025,16.667019,16.363283,16.47008
11.543924,11.982386,11.9685135,12.086885,12.133985,12.22148,12.079809,12.454291,12.615744,12.610077,12.558908,12.877644,12.92272,13.143549,13.07939,13.09586,13.206262,13.117947,13.261974,13.425562,13.650597,13.526931,13.342931,13.502108
20.431698,19.675365,19.944008,20.087288,20.603178,20.765697,20.747269,20.696749,20.908241,20.980005,21.31504,21.724003,21.69614,21.511703,21.647057,21.808374,21.75991,22.110733,22.124722,22.374958,22.128792,22.138779,22.134483,22.197351
14.251757,14.166046,13.818876,13.58176,13.442215,13.598049,13.241169,13.462496,13.486944,13.464016,13.476477,13.682501,13.599428,13.820669,13.813771,13.804659,13.945452,13.805824,14.075125,14.328733,14.251763,14.251321,14.182754,14.29652
13.533183,13.509503,13.476713,13.685734,13.754408,13.990044,13.918238,14.176999,14.164215,14.135937,13.992711,14.094484,14.161493,14.368097,14.437503,14.406904,14.4602585,14.36298,14.492104,14.61302,14.568789,14.497255,14.645344,14.614614
21.235466,20.687445,20.993677,21.231548,21.463488,21.49455,21.661423,21.651598,22.054073,21.86893,21.690353,21.505632,21.779987,21.844078,21.82351,21.514866,21.641361,21.718452,21.533459,21.629429,21.694584,21.753662,21.615757,21.561035
14.676816,14.8648,14.929582,14.849194,14.803968,14.757473,14.61265,14.725,14.876917,14.852764,14.838379,15.073217,15.324236,15.364058,15.176611,15.09919,15.228113,15.38855,15.218312,15.412844,15.508767,15.483652,15.411452,15.549206
12.692795,12.658119,12.6095085,12.847828,12.943405,12.98338,13.000145,13.316593,13.495899,13.389625,13.377822,13.520234,13.63169,13.887339,13.828918,13.823854,13.9377985,13.8139925,14.071242,14.228895,14.252306,14.221848,14.079502,14.175909
14.058363,13.923601,13.778883,13.724397,13.590488,13.831562,13.689013,13.997322,13.856656,13.73518,13.826162,13.989399,13.958906,14.178642,14.108181,14.160967,14.237798,14.153645,14.343434,14.540415,14.515791,14.481806,14.385282,14.506572
19.852127,19.300068,19.42165,19.499609,19.78304,19.594864,19.587393,19.797058,19.952621,19.738205,19.89132,20.136314,20.279804,20.261665,20.287724,20.193066,20.23461,20.284702,20.285032,20.51209,20.510576,20.5839,20.487656,20.493439
14.621163,14.767845,14.916059,15.124126,15.196141,15.072754,15.018759,15.336369,15.601388,15.474339,15.472184,15.607006,15.737471,15.967103,15.957032,15.900156,16.072197,15.846743,16.12233,16.206516,16.170267,16.182735,16.254345,16.3573
