0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
11.800134,11.700284,11.688927,11.948683,11.967756,12.03023,11.9081135,12.0870075,12.175356,12.189961,12.290592,12.707319,12.583796,12.631878,12.555945,12.623077,12.66205,12.662352,12.775261,12.988724,13.340932,13.18631,12.727214,12.917297
23.927345,25.328108,26.775537,26.875275,27.78948,28.472858,29.25188,29.832289,30.294888,30.469461,30.611692,31.218264,31.573986,31.545044,31.106888,30.767006,30.738466,31.379202,31.54252,31.295618,31.345268,31.647148,31.489923,31.527256
12.080595,12.745752,12.700938,12.602419,12.542168,12.748095,12.646618,12.9144745,13.084675,13.15702,12.982592,13.275288,13.382641,13.805449,13.778278,13.7751255,14.026261,13.994032,13.68456,13.78745,14.196766,14.114115,14.070141,14.445267
12.894129,13.311899,13.390076,13.390572,13.426165,13.796619,13.623345,13.856775,13.816638,13.925323,13.942426,14.284394,14.418422,14.535103,14.526434,14.42312,14.444598,14.48447,14.562166,14.766344,14.841784,14.756209,14.769247,14.876852
13.307838,13.380549,13.347717,13.682325,13.825468,14.011248,14.002917,14.342207,14.349336,14.353437,14.32893,14.62476,14.702378,14.860619,14.8634405,14.832711,14.960785,14.879566,15.083809,15.181469,15.339254,15.266531,15.146509,15.185651
12.525774,13.073472,13.098107,13.064736,12.906805,13.280818,13.101441,13.385169,13.766518,13.863372,13.909138,14.358389,14.164205,14.360377,14.4385,14.319016,14.417495,14.415227,14.595018,14.90974,14.9467535,14.820982,14.720625,14.961222
12.234177,12.171982,12.175872,12.64789,13.105987,13.329018,13.203295,13.486881,13.090395,13.35407,13.31522,13.577349,13.53923,13.627531,13.755509,13.951648,13.940493,13.833084,13.927938,14.098593,14.062351,14.166379,13.946098,13.948567
17.222683,17.775537,18.618391,19.363083,20.29152,21.347126,22.313274,22.858816,23.418201,23.84871,24.014606,24.854134,24.951622,25.188217,24.89043,24.96175,24.975239,25.420387,25.864544,25.72771,25.648857,25.965176,25.928654,26.04918
12.034725,12.35457,12.213497,12.326054,12.550423,12.82111,12.996477,13.194733,12.805399,12.983439,13.041143,13.259384,13.361628,13.498983,13.330353,13.388351,13.550584,13.481125,13.663242,13.851575,14.00979,14.182365,13.559274,13.588724
16.833378,17.661726,18.002092,18.483711,19.180332,19.633898,19.710709,20.051743,19.95576,20.063387,19.911312,20.046957,19.89011,19.833836,19.765354,19.460674,19.53983,19.573572,19.68697,19.802748,19.633818,19.606777,19.241549,19.078516
20.380123,19.77164,20.550056,21.165031,22.265265,23.02169,23.973763,23.890984,23.844612,24.456743,24.871943,25.120848,25.268295,25.26994,25.217796,25.373665,25.022978,25.374506,25.719776,25.687849,25.922989,26.255905,26.176998,25.918797
24.194077,25.135733,26.57269,26.865149,27.751478,28.512413,29.255867,29.843311,30.569923,30.681568,30.756596,31.231052,31.204226,31.26782,31.340467,30.92806,30.899187,31.63084,31.550383,31.344995,31.370766,31.540216,31.727806,31.860153
14.072232,14.17104,14.655213,15.18221,15.632242,15.90819,16.383207,16.894522,17.113485,17.235909,17.268766,17.534409,17.73258,17.941574,17.91193,18.022335,18.264948,18.318048,18.406689,18.406624,18.496841,18.444195,18.612904,18.812643
12.954381,13.294954,13.543918,14.005604,14.319361,14.792418,15.023001,15.434938,15.783611,16.099777,16.188335,16.397202,16.562733,16.76327,16.810196,16.961327,17.096748,17.172401,17.181553,17.372715,17.5038,17.441988,17.512325,17.660107
